,entry,title,subtitle,author,genre,mode,location,publisher,year,format,libretto,translation
2547,"GHIRLANDA INCANTATA. Opera Boschereccia. — in Napoli, per Francesco Mollo. 1685 in 12 — del Dott. Francesco Giusti.",Ghirlanda Incantata,,,Opera Boschereccia,,Napoli,Francesco Mollo,1685,12,False,False
2548,"GIACINTO FELICE ED AMARILLI CONSOLATA. Ragionamenti Pastorali. — in Venezia, per Giacomo Sarzina. 1625 in 12 — di Carlo Milanuzzi, di Santa Natolia, nell'Accademia de'Vigilanti detto il Terreno.",Giacinto Felice Ed Amarilli Consolata,,Carlo Milanuzzi,Ragionamenti Pastorali,,Venezia,Giacomo Sarzina,1625,12,False,False
2549,"GIACOB. Rappresentazione Spirituale, nella quale si rappresenta la vita con i fatti principali di questo Patriarea (in prosa). — in Milano, per Gio. Pietro Eustorgio. 1647 in 4 — di Fr. Ambrogio Ruggero, da Taggia, dell'Ordine de Predicatori.",Giacob,,Fr. Ambrogio Ruggero,"Rappresentazione Spirituale,",prose,Milano,Pietro Eustorgio,1647,4,False,False
2550,"GIACOBBE AL FONTE. Dialogo per Musica. — in Lodi per Carlo Antonio Sevesi. 1700 in 8 — di Francesco di Lemene, Lodigiano, tra gli Arcadi Arépio Gatealilo.",Giacobbe Al Fonte,,Francesco di Lemene,Dialogo,,Lodi,Carlo Antonio Sevesi,1700,8,False,False
2551,"GIACOBBE PATRIARCA. Azione Drammatica, — in Pisa, per Francesco della Dote. 1637 in 8 — di Maria Clemente Ruoti.",Giacobbe Patriarca,,Maria Clemente Ruoti.,Unknown,,Pisa,Francesco della Dote,1637,8,False,False
2552,"GIAELE. Dramma sacro cantato nel Tempio di San Giorgio Maggiore di Venezia de' Monaci Benedettini Cassinesi, solennizandosi da loro la nuova glorificazione di S. Pietro Orseolo, prima Doge di Venezia, poi Monaco Benedettino, e Santo. — in Venezia, per Giambatista Albrizzi. 1731 in 4 — Poesia di Domenico Giupponi, Nobile Riminese. Musica del P. D. Diogenio Bigaglia, Veneziano, Muranese, Monaco Benedettino.",Giaele,,Domenico Giupponi,Dramma sacro,,Venezia,Giambatista Albrizzi,1731,4,False,False
2553,"GIAMBARDA. Commedia del Giambarda, col Lamento del Signore di Faenza (di vario metro). — senza veruna sorta di nota. in 8 — d'Incerto Autore.",Giambarda,,Unknown,Commedia del,,,,,8,False,False
2554,"GIANGUIR. Dramma rappresentato per il nome felicissimo di Carlo VI Imperadore l'anno 1724 — in Vienna, per Gio. Pietro Van Ghelen 1724 in 8 — Poesia di Apostolo Zeno, Veneziano, Poeta, ed Istorico di S. M. Ces. e Catt. — Musica di Antonio Caldara, Veneziano, Vice—Maestro di S. M. Ces. e Catt. — Replicato l'anno 1729 in Venezia nel Teatro di S. Cassiano. — in Venezia, per Marino Rossetti, 1729 in 12 — Musica di Giminiano Giacomelli Parmigiano.",Gianguir,,Apostolo Zeno,Unknown,,Vienna,nome felicissimo di Carlo VI Imperadore l'anno 1724 — in Vienna,1724,8,True,False
2555,"GIARDINIERA. Commedia (in prosa, e in cinque Atti). — in Venezia per Alessandro de Vecchi. 1615 in 12 — di Francesco Moderati, Rimini.",Giardiniera,,Francesco Moderati,Commedia,prose,Venezia,Alessandro de Vecchi,1615,12,False,False
2556,"GIARDINO D'AMORE. Colloquio in Ronciglione, per Francesco Mercuri. 1624 in 12 — di Lorenzo Guidotti.",Giardino D'Amore,,Lorenzo Guidotti.,Colloquio in,,Ronciglione,Francesco Mercuri,1624,12,False,False
2557,"GIARDINO FIORITO DELLE VIRTÙ DELLA BEATA MARGHERITA DI CORTONA. Tragedia Spirituale, — in Genova, per Pier Giovanni Calenzani. 1640 in 8 — di Pier Giovanni Gottardi, Lucchese.",Giardino Fiorito Delle Virtù Della Beata Margherita Di Cortona,,Pier Giovanni Gottardi,Unknown,,Genova,Pier Giovanni Calenzani,1640,8,False,False
2558,"GIASONE. Commedia (in prosa) — in Bologna, per Gioseffo Longhi. 1671 in 12 — del Dottor Giacinto Andrea Cicognini, Fiorentino.",Giasone,,,Commedia,prose,Bologna,Gioseffo Longhi,1671,12,False,False
2559,"GIASONE. Dramma recitato nel Teatro di S. Cassiano di Venezia l'anno 1649 — in Venezia, per Giacomo Batti, 1649 in 12 — Poesia del Dottor Giacinto Andrea Cicognini, Fiorentino, Accademico Istancabile. — Musica di Francesco Cavalli, Veneziano. — Replicato, e ristampato — in Firenze, per l'Onofri, 1651 in 12 — in Bologna l'anno 1652 nel Teatro Guastavillani. — Musica del suddetto Cavalli. — E qui l'anno 1073 — Musica dello stesso Cavalli. — in Napoli, per Roberto Mollo'. 1653 in 12 — in Vicenza, per Giacomo Amadio, 1658 in 12 — in Ferrara, per li Maresti, 1659 in 12 — in Genova, per Francesco Meschini. 1661 in 12 — in Milano, per Filippo Ghisolfi, 1662 in 12 — ed in Venezia l'anno 1666 nel Teatro di S. Cassiano. — in Venezia, 1666 in 12, colla musica dell'anno 1649, ma alquanto variato, e ristretto dal primo suo originale, siccome lo fu quasi in tutte le altre Rappresentazioni state fatte ne Luoghi accennati. — Il Crescimbeni parla con lode di questo Autore, e del Dramma, nella sua Storia della Volgare Poesia in più d'un luogo.",Giasone,,Dottor Giacinto Andrea Cicognini,Dramma,,Venezia,Giacomo Batti,1649,12,True,False
2560,"GIEFTE. Tragedia (in prosa) — in Bologna, nella Stampa di Lelio della Volpe. 1722 in 8 — ed ivi, nella detta. 1727 in 8, colle altre dell'Autore, — di Farnabio Gioachino Annutini, cioè Fr. Gio. Antonio Bianchi, Lucchese, Min. Osservante.",Giefte,,Farnabio Gioachino Annutini,Tragedia,prose,Bologna,di Lelio della Volpe,1722,8,False,False
2561,"GIEZABELE. Tragedia (in versi sciolti e in cinque Atti, dall'Autore chiamati Azioni) — in Venezia, per Gio. Batista Albrizzi. 1732 in 12 — del Marchese Giuseppe Gorini Corio, Milanese.",Giezabele,,,Tragedia,verse,Venezia,Batista Albrizzi,1732,12,False,False
2562,"GIGANTE. Rappresentazione (di Davide) fatta nel Seminario Romano. in Roma, per Francesco Corbelletti. 1632 in 16 — del P. Leone Santi, Sanese, della Compagnia di Gesù.",Gigante,,,Rappresentazione,,Roma,Francesco Corbelletti,1632,16,False,False
2563,"GIGANTE ABBATTUTO. Dramma. in Napoli, per Ettore Crionio. 1653 in 8 — di Francesco Zucchi, da Monte Regale.",Gigante Abbattuto,,Francesco Zucchi,Dramma,,Napoli,Ettore Crionio,1653,8,False,False
2564,"GIGE IN LIDIA. Dramma per Musica, recitato l'anno 1683 nel Teatro Formagliari della Città di Bologna. — in Bologna, per lo Erede del Barbieri. 1685 in 12 — Poesia del Dottor Giambatista Neri, Bolognese. — Musica di Domenico Gabrieli, Veneziano.",Gige In Lidia,,Dottor Giambatista Neri,Dramma,,Bologna,lo Erede del Barbieri,1685,12,True,False
2565,"GIGLIO. Simbolo di Maria, più Alta perché più Umile. Dialogo per Musica per SS. Annunziata. Idea di un Panegirico del Co. Bernardino Polidori, Nobile Orvietano, cantato in Perugia nella Congregazione de Nobili. — in Perugia, per il Costantini. 1697 in 4 — del Co. Niccolò Montemellini, Perugino.",Giglio,,,Simbolo,,Perugia,Costantini,1697,4,False,False
2566,"GINA E RELUCA, due Matrone Repolite, le quali volevano reprendere la Giovane. Farsa (in prosa). — in Torino, per Stefano Manzolino 1628 in 8 — di Giorgio Alione, Astegiano.","Gina E Reluca, Due Matrone Repolite, Le Quali Volevano Reprendere La Giovane",,Giorgio Alione,Farsa,prose,Torino,Stefano Manzolino 1628 in 8 — di Giorgio Alione,1628,8,False,False
2567,"GINESTRA, E LICHETTO. Intermedj, in Venezia, per Marino Rossetti. senz'anno. in 12 — d'Incerto Autore.","Ginestra, E Lichetto",,Unknown,"Intermedj, in",,Venezia,Marino Rossetti,Unknown,12,False,False
2568,"GINETTA. Egloga Pastorale intitolata la Ginetta. — in Siena, per M. di F. B. ad istanza di Maestro Giovanni di Alessandro Librajo, adi 27 di Ottobre 1524 in 4 — composta per lo ingegnosissimo Uomo Maestro Niccolò Alticozio, Cortonese.",Ginetta,,,Egloga Pastorale,,Siena,M,1524,4,False,False
2569,"GINEVRA. Commedia (in prosa) in Napoli, per Domenico di Ferrante Maccarano. 1622 in 12 — in Viterbo, per il Discepolo. 1630 in 12 — ed in Napoli, per Cammillo Cavalli. 1645 in 12 — di Ottavio d'Isa, di Capua, ma veramente del Canonico Francesco Fratello di Ottavio.",Ginevra,,Ottavio d'Isa,Commedia,prose,Napoli,Discepolo,1622,12,False,False
2570,"GINEVRA INFANTA DI SCOZIA. Dramma per Musica rappresentato l'anno 1690 in Ferrara nel Teatro del Sig. Co. Pinamonte Bonacossi. in Ferrara, per il Pomatelli, 1690 in 12 — Poesia di Giulio Cesare Grazzini. — Musica di Giambatista Bassani.",Ginevra Infanta Di Scozia,,Giulio Cesare Grazzini. — Musica di Giambatista Bassani.,Dramma,,Ferrara,Pomatelli,1690,12,True,False
2571,"GINEVRA PRINCIPESSA DI SCOZIA. Dramma recitato nella Villa di Pratolino l'anno 1709 — in Firenze 1709 in 8 — del Dott. Antonio Salva, di Lucignano. — Replicato nel Teatro di San Gio. Grisostomo di Venezia negli anni 1716 e 1717, con vari cambiamenti, e col titolo di Anodante, del quale vedi al suo luogo. Replicato poi col solo nome di Ginevra in Venezia, nel Teatro di S. Samuele nell'anno 1733 — in Venezia, per Marino Rossetti, 1733 in 12 — Musica di Giuseppe Sellitti, Napolitano. — E pot in Firenze nel Teatro di Via della Pergola l'anno 1736 — Musica di D. Antonio Vivaldi, Veneziano.",Ginevra Principessa Di Scozia,,,Unknown,,Firenze,Marino Rossetti,1709,8,True,False
2572,"GINEVRA. Tragedia. — in Venezia, per Gio. Pietro Pinelli, 1638 in 12 — di Francesco Cerati, Vicentino, Accademico Olimpico, ed Incognito.",Ginevra,,Francesco Cerati,Tragedia,,Venezia,Pietro Pinelli,1638,12,False,False
2573,"GIOAZ. Azione Sacra cantata in Musicai l'anno 1726 nell'Augustissima Cappella della Sac. Ces. e Cat. R. M. di Carlo VI Imperadore de' Romani sempre Augusto. — in Vienna, per Gio. Pietro Van Ghelen. 1736 in fol. — Poesia di Apostolo Zeno, Veneziano, — Musica di Antonio Caldara, Veneziano. — Ristampata con tutte le altre Poesie Drammatiche dell'Autore — in Venezia, per Cristoforo Zane, 1735 in fol.",Gioaz,,Apostolo Zeno,Azione Sacra,,Vienna,Pietro Van,1736,,True,False
2574,"GIOBBE. Rappresentazione spirituale. in Pavia, per Gio. Andrea Magri 1654 in 12 — di Fr. Celestino Sinagra, Agostiniano.",Giobbe,,Fr. Celestino Sinagra,Rappresentazione spirituale,,Pavia,Andrea Magri,1654,12,False,False
2575,"GIOBBE SANTO. Rappresentazione cavata dalla Scrittura Sacra, colli suoi Intermedj, — in Napoli, presso Lazzaro Scoriggio. — ed ivi, per Gio. Batista, e Matteo Nucci 1622 in 12 — di Lodovico Cinque, Napoletano.",Giobbe Santo,,Lodovico Cinque,Unknown,,Napoli,Lazzaro Scoriggio,1622,12,False,False
2576,"GIOCASTA REGINA DI ARMENIA. Dramma Musicale recitato in Venezia nel Teatro di San Mosè l'anno 1677 — in Venezia, per il Niccolini. 1677 in 12 — ed in Firenze, per Vincenzo Vangelisti. 1698 in 12 — nel Tomo II. delle Opere dell'Autore. c. 83 — Poesia di Gianandrea Moniglia, Fiorentino. — Musica del Cav. Carlo Grossi, Veneziano, della Ducal Cappella di San Marco di Venezia.",Giocasta Regina Di Armenia,,Gianandrea Moniglia,Unknown,,Venezia,Francesco Niccolini,1677,12,False,False
2577,"GIOCASTA LA GIOVANE. di Scena mutabile, premesso un ragionamento intorno alla mutazione delle Scene, — in Faenza, per Girolamo Maranti Impressor Vescovile del Sant'Offizio, 1725 in 8 — ed in Venezia, per Angiolo Geremia. 1 in 8 — di Girolamo Baruffaldi, Ferrarese, Arciprete di Cento — Soggetto di questa Tragedia è l'Antigona del Co. Antonio Zaniboni, ridotta a miglior uso, e tutta in nuovi versi composta, con molte giunte, e mutazioni nella tessitura della Favola, la quale è veramente tutta di versi del Baruffaldi. Così già mi fece sapere il mio amicissimo Sig. Arciprete.",Giocasta La Giovane,,Girolamo Baruffaldi,Unknown,verse,Faenza,Girolamo Maranti Impressor Vescovile del Sant'Offizio,1725,8,False,False
2578,"GIOCASTA. Tragedia (in versi sciolti) in Venezia, per i Figliuoli di Aldo. 1549 in 8 — ed ivi, per Gabriele Giolito de Ferrari. 1560 in 12, dedicata dall'Autore al Chiarissimo e Prestantissimo Senatore della Repubblica Veneziana Sig. Marc'Antonio da Mula in data di Venezia 11. Gennajo 1559 — ed ivi, per Domenico Farri. 1566 in. 8, con altre cinque. — di Lodovico Dolce, Veneziano.",Giocasta,,Lodovico Dolce,Tragedia,verse,Venezia,i Figliuoli di Aldo,1549,8,False,False
2579,"GIOCOSE, MODERNE, E FACETISSIME EGLOGHE PASTORALI sotto bellissimi concetti in nuovo sdrucciolo in lingua materna (cioè Veneziana) — in Venezia, senza Stampatore. 1553 in 8 — ivi, per Iseppo Foresto in Calle delle Acque a S. Zulian all'Insegna del Pellegrino. 1558 in 8 ed in Trevigi, per Fabbrizio Zanetti. 1600 in 8 — di Messer Andrea Calmo, Veneziano.","Giocose, Moderne, E Facetissime Egloghe Pastorali Sotto Bellissimi Concetti In Nuovo Sdrucciolo In Lingua Materna (Cioè Veneziana) — In Venezia, Senza Stampatore",,Messer Andrea Calmo,1553 in,,nuovo,Unknown,1553,8,False,False
2580,"GIOIA. Commedia (in prosa) rappresentata nel Palazzo del Gran Cosmo de' Medici Duca di Fiorenza l'anno 1550 — in Venezia, per Gio. Batista Ciotti, e Niccolò Moretti 1586 in 8 — di Giovanni da Pistoja, Cittadino Fiorentino.",Gioia,,Giovanni da Pistoja,Commedia,prose,Venezia,Batista Ciotti,1586,8,False,False
2581,"GIOIA DEL CIELO. Melodramma per le Nozze del Sereniss. Ferdinando II. il Pio, Duca di Toscana, e di D. Vittoria della Rovere Principessa di Urbino. — in Ancona, per Marco Salvioni. 1647 in 4, con altri otto, dedicata da Lorenzo Figliuolo dell'Autore alla Serenissima D. Vittoria Gran Duchessa di Toscana, in data di Firenze, 23 Marzo 1647 — del Co. Prospero Bonarelli della Rovere, d'Ancona.",Gioia Del Cielo,,,Melodramma,,Ancona,le Nozze del Sereniss,1647,4,False,False
2582,"GIONATA. Azione Sacra cantata in Musica l'anno 1728 nell'Augustiss. Cappella della Sac. Ces. e Catt. R. M. di Carlo VI Imperador de Romani sempre Augusto. — in Vienna, per Gio. Pietro Van Ghelen. 1728 in 4 — Poesia di Apostolo Zeno, Veneziano. — Musica di Antonio Caldara, Veneziano. — Ristampata con tutte le altre Poesie dell'Autore. in Venezia, per Cristoforo Zane. 1735 in fol.",Gionata,,Apostolo Zeno,Azione Sacra,,Vienna,Pietro Van,1728,4,True,False
2583,"GIONATA. Tragedia. — in Macerata, per Pietro Salvioni. —1624 in 12 — di Bartolommeo Tortoletti, Veronese.",Gionata,,Bartolommeo Tortoletti,Tragedia,,Macerata,Pietro Salvioni,1624,12,False,False
2584,"GIORGIO DANDINO. Commedia di M. Molier tradotta (in prosa). — in Lipsia, per il Gleditsch. 1698. in 12. Nel Tom. IV. delle Opere del Molier. — da Niccola de' Castelli.",Giorgio Dandino,,Niccola de Castelli.,Commedia,prose,Lipsia,Gleditsch,1698,12,False,True
2585,"GIORGIO (S.) Rappresentazione di Santo Giorgio (in ottava rima). — in Firenze, per Giovanni Baleni. 1585 in 4 — d'Incerto Autore.",Giorgio (S,,Unknown,Unknown,verse,Firenze,Giovanni Baleni,1585,4,False,False
2586,"GIORGIO. Tragedia. — in Napoli, per Gio. Batista Gargano, e Lucrezio Nucci. 1611 in 12 — di Gio. Batista della Porta, Napolitano.",Giorgio,,Gio. Batista della Porta,Tragedia,,Napoli,Batista Gargano,1611,12,False,False
2587,"GIORGIO. Tragedia Sacra, — in Roma, per Francesco Cavallo. 1632 in 12 — ed in Firenze, per Pietro Nesti. 1655 in 4, corretta, — di Girolamo Bartolommei, già Smeduccio.",Giorgio,,Girolamo Bartolommei,Unknown,,Roma,Francesco Cavallo,1632,12,False,False
2588,"GIORGIO SANTO. Tragedia Spirituale. in Pesaro, per Flamminio Concordia, 1619 in 8 — di Lorenzo Valeri, Romano, nell'Accademia degli Storditi, detto il Volubile.",Giorgio Santo,,Lorenzo Valeri,Tragedia Spirituale,,Pesaro,Flamminio Concordia,1619,8,False,False
2589,"GIORNO DI NOTTE. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1704 — in Venezia, per Marino Rossetti. 1704 in 12 — Poesia di Matteo Noris, Veneziano. — Musica di Carlo Francesco Pollaroli, Bresciano.",Giorno Di Notte,,Matteo Noris,Dramma,,Venezia,Marino Rossetti,1704,12,True,False
2590,"GIORNO AVVENTUROSO riconosciuto nelle Glorie immortali del Sereniss. Ferdinando Carlo Duca di Mantova, Monferrato, &c. per l'Impresa, che sotto gli auspizi dell'Illustriss. Signor Co. Romualdo Vialardi Segretario di Stato dell'A. S. e dalla medesima eletto per Protettore innalza l'Accademia degl'Imperfetti in Mantova, per gli Osanna, 1680 in 8 — d'Incerto Autore.",Giorno Avventuroso Riconosciuto Nelle Glorie Immortali Del Sereniss,,Unknown,Ferdinando Carlo,,Mantova,Osanna,1680,8,False,False
2591,"GIOSAFATTO. Dramma. — in Trani, per Francesco Valesi, 1641 in 12 — di Fr. Niccolò Viti, da Maruggio, Agostiniano.",Giosafatto,,Fr. Niccolò Viti,Dramma,,Trani,Francesco Valesi,1641,12,False,False
2592,"GIOSEF FIGLIUOLO DI GIACOB. Rappresentazione (in ottava rima) tolta dal Vecchio Testamento, nuovamente ristampata, corretta, e di belle figure adornata. — in Padova, & in Bassano, per Gio. Antonio Remondini. 1569 in 8 — in Firenze, per Lorenzo Arnesi. 1581 in 4 — in Venezia, per Gio. Batista Bonfadino. 1616 in 8 — ed in Venezia, per Domenico Lovisa, 1705 in 12. d'Incerto Autore.",Giosef Figliuolo Di Giacob,,Unknown,Rappresentazione,verse,Padova,Antonio Remondini,1569,8,False,False
2593,"GIOSEFFO CHE INTERPRETA I SOGNI. Oratorio cantato nell'Augustissima Cappella della S. C. C. R. M. di Carlo VI Imperadore de' Romani sempre Augusto l'anno 1736 — in Vienna, per Gio. Pietro Van Ghelen. 1736 in 4 — del Dottor Giambatista Neri, Bolognese.",Gioseffo Che Interpreta I Sogni,,,Oratorio cantato,,Vienna,Pietro Van,1736,4,False,False
2594,"GIOSEFFO. Intermedj per l'Angelico. in Verona, presso i Fratelli Merli. 1650 in 12, insieme coll'Angelico — del Cav. Francesco Pona, Veronese, Accademico Armonico.",Gioseffo,,,Intermedj,,Verona,l'Angelico,1650,12,False,False
2595,"GIOSEPPE FIGLIUOLO DI GIACOB. Rappresentazione, e Feste. — in Firenze. senza Stampatore. 1569 in 4 — d'Incerto Autore.",Gioseppe Figliuolo Di Giacob,,Unknown,"Rappresentazione, e",,Firenze,Unknown,1569,4,False,False
2596,"GIOSEPPE FIGLIUOLO DI GIACOB (S.). Rappresentazione, e Feste, — in Viterbo, per Girolamo Discepolo. 1606 in 8 — d'Incerto Autore.",Gioseppe Figliuolo Di Giacob (S,,Unknown,Unknown,,Viterbo,Girolamo Discepolo,1606,8,False,False
2597,"GIOSEPPE RICONOSCIUTO. Tragedia sacra. — in Palermo, per Niccolò Bua, e Michiel Portanova. 1644 in 12 — del P. Ortensio Scamacca, Siciliano, Gesuita.",Gioseppe Riconosciuto,,,Tragedia sacra,,Palermo,Niccolò Bua,1644,12,False,False
2598,"GIOSEPPE VENDUTO. Tragedia sacra. in Palermo, per Girolamo Rosselli. 1639 in 12 — del P. Ortensio Scamacca, Siciliano, di Lentini, della Comp. di Gesù.",Gioseppe Venduto,,,Tragedia sacra,,Palermo,Girolamo Rosselli,1639,12,False,False
2599,"GIOSUE PACIERO, E GUERRIERO. Dialogo per Musica. — in Palermo, per Giacomo Epiro, 1687 in 4 — di Giovanni Zito, e Regi, di Palermo.","Giosue Paciero, E Guerriero",,Giovanni Zito,Dialogo,,Palermo,Giacomo Epiro,1687,4,False,False
2600,"GIOVANE TENTATO. Rappresentazione Spirituale (in prosa) detta comunemente la Mariana. — in Roma, per il Mascardi. 1627 in 12 — di Balduccio Angelini, da Montecchio, della Marca d'Ancopa.",Giovane Tentato,,Balduccio Angelini,Rappresentazione Spirituale,prose,Roma,Mascardi,1627,12,False,False
2601,"GIOVANNA PRIMA REGINA DI NAPOLI. Tragedia. — in Bologna, per il Pisarri. 1719 in 12, colle Poesie dell'Autore. — del March. Antonio Ghisilieri, Bolognese.",Giovanna Prima Regina Di Napoli,,,Tragedia,,Bologna,Pisarri,1719,12,False,False
2602,"GIOVANNI (S.) Sacra Rappresentazione. — in Seravalle di Venezia, per Marco Claseri. 1605 in 12 — ed in Firente, per Zanobi Pignone. 1613 in 8 — di Fr. Gio. Angelo Lottini, Servita. S. Gio.",Giovanni (S,,Fr. Gio. Angelo Lottini,Unknown,,Seravalle,Marco Claseri,1605,12,False,False
2603,"GIO (S.) BATISTA. Rappresentazione di S. Gio. Battista. — in Orvieto, per il Rauli. 1631 in 12 — di Biasio Lauro dell'Amatrice.",Gio (S,,Biasio Lauro dellAmatrice.,Rappresentazione,,Orvieto,Rauli,1631,12,False,False
2604,"GIO (S.) BATISTA. Rappresentazione di S. Gio. Battista. — in Venezia, per il Rampazzetto. 1605 in 8. — di Paolo Bozzi.",Gio (S,,Paolo Bozzi.,Rappresentazione,,Venezia,Rampazzetto,1605,8,False,False
2605,GIOVANNI BATISTA (S.) Oratorio per Musica. — in Mantova nella Stamperia Ducale di Gio. Batista Grana. 1696 in 8 — d'Incerto Autore.,Giovanni Batista (S,,Unknown,Unknown,,Mantova,Batista Grana,1696,8,False,False
2606,"GIOVANNI BATISTA (S.). Rappresentazione devota di S. Giovanmi Batista, quando andò nel Diserto (in ottava rima) — in Firenze. senza Stampatore, 1558 in 4 — ivi, appresso la Badia. 1569 in 4 — ed ivi. senza Stampatore. 1618. in 4. — Nel principio si legge. Comincia la Rappresentazione di San Giovanni Batista, che, essendo piccolino, e volendo andare nel Diserto, chiede licenza al Padre, ed alla Madre, e sono sedici Stanze. — di Tommaso Benci, Fiorentino. — Dopo la Annunziazione, e dipoi seguita quando San Giovanni predica nel Diserto Feo (ovvero Febo) — di Belcari, Fiorentino.",Giovanni Batista (S,,Tommaso Benci,Rappresentazione devota,verse,Firenze,Unknown,1558,4,False,False
2607,"GIOVANNI BATISTA (S.) Rappresentazione Tragica della Decollazione di S. Gio. Batista. — in Urbino, per Bartolommeo, e Simone Fratelli Ragusi. 1598 in 12 — di Federigo Ricciuoli.",Giovanni Batista (S,,Federigo Ricciuoli.,Batista,,Urbino,Bartolommeo,1598,12,False,False
2608,"GIOVANNI DECOLLATO (S.) Rappresentazione. — in Siena, senza Stampatore, ed anno, in 4 — ed in Firenze, per Bartolommeo Anchini. 1568 in 4 — d'Incerto Autore.",Giovanni Decollato (S,,Unknown,Unknown,,Siena,Unknown,Unknown,4,False,False
2609,"GIOVANNI DECOLLATO (S.) Tragedia Sacra, — in Palermo, per Niccolò Bua, e Michrel Portanova. 1644 in 12 — del Padre Ortensio Scamacca, Siciliano, della Compagnia di Gesù.",Giovanni Decollato (S,,,1644 in,,Palermo,Niccolò Bua,1644,12,False,False
2610,"GIOVANNI DUCA D'ALESSANDRIA (S.). Azione Tragica, e Sacra, — in Venezia, per Paolo Milocco, 1621 in 12 — del P. Paolino Fiamma, Crocifero.",Giovanni Duca D'Alessandria (S,,,Unknown,,Venezia,Paolo Milocco,1621,12,False,False
2611,"GIOVANNI DI DIO. Rappresentazione della Vita del B. Gio. di Dio, Fondatore de Padri Bon Fratelli in Napoli, per Lorenzo Scoriggio ristampata per Aniello Cassetta. 1640 GIin 12 — di Loise Oiele, Napolitano.",Giovanni Di Dio,,Loise Oiele,Rappresentazione della,,Napoli,Lorenzo Scoriggio ristampata per Aniello Cassetta,1640,12,False,False
2612,"GIOVANNIE PAULO (S.) Rappresentazione di Santo—Giovanni e Paulo e di Santa Costanza (in ottava rima) in Siena. senza Stampatore, ed anno. in 4 — in Firenze, per Zanobi di Prato l'anno 1547 in 8 — ivi, l'anno di Nostro Signore 1553 in 4 ed in Fiorenza, a istanza di Jacopo Chiti. 1571 in 4 — del Magnifico Lorenzo de Medici, Fiorentino, il Vecchio. — Sta anche nelle Rime Sacre dello stesso Magnifico Lorenzo de' Medici, di Madonna Lucrezia sua Madre, e di altri della Famiglia medesima, raccolte, e di osservazioni corredate per Francesco Cionazzi — in Firenze, alla Stamperia nella Torre de Donati l'anno 1580 in 4",Giovannie Paulo (S,,,"senza Stampatore,",verse,Siena,Unknown,Unknown,4,False,False
2613,"GIOVANNI GUALBERTO (S.) Rappresentazione di S. Giovanni Gualberto (in ottava rima). — in Siena, alla Loggia del Papa. senza anno. in 4 — in Firenze, senza Stampatore. l'anno di Nostro Signore 1555 del. Mese di Settembre. in 4 — ed ivi, presso alla Badia, 1561 in 4, ad istanza di Paolo Bigio. — d'Incerto Autore.",Giovanni Gualberto (S,,Unknown,Unknown,verse,Siena,Unknown,Unknown,4,False,False
2614,"GIOVANNI VESCOVO DI TRAU (S.). Rappresentazione Spirituale — in Venezia, per li Guerigli. 1656. in 12 — di Girolamo Brusoni, di Rovigo.",Giovanni Vescovo Di Trau (S,,Girolamo Brusoni,Unknown,,Venezia,li Guerigli,1656,12,False,False
2615,"GIOVE DI ELIDE FULMINATO. Introduzione al Balletto fatto dalla Sereniss. Signora Duchessa di Parma l'anno 1677 nel Teatrino del Sereniss. Sig. Duca. — in Parma, 1677 in 4 — Poesia di Alessandro Guidi, Pavese. — Musica di D. Marco Uccellini.",Giove Di Elide Fulminato,,Alessandro Guidi,Introduzione al,,Parma,,1677,4,True,False
2616,"GIOVE IBERO. Prologo per Musica. in Palermo, per Felice Marino. 1711in 4 — di Giuseppe Cafora, di Palermo.",Giove Ibero,,Giuseppe Cafora,Prologo,,Palermo,Felice Marino,1711,4,False,False
2617,"GIOVINALE (San). Dramma Tragico Eroico Unico, — in Roma, per Francesco Moneta. 1658 in 4 — di Paolo Saracino.",Giovinale (San),,Paolo Saracino.,Unknown,,Roma,Francesco Moneta,1658,4,False,False
2618,"GIRELLO. Dramma Burlesco per Musica rappresentato in Siena l'anno 1672 in Siena, nella Stamperia del Pubblico. 1672 in 11 — in Ferrara senza Stampatore. 1674 in 12 — in Bologna, per Giacomo Monti. 1674 in 12 — in Modona, per Viviano Soliani. 1675 in 12 — in Reggio, per Prospero Vedrotti. 1676 in 12 — — ed in Venezia, per Gio. Francesco Valvasense. 1681 in 12 — Poesia d'Incerto Autore. — Musica di Francesco Antonio Pistochino, Bolognese. La Rappresentazione si fece in Venezia nel Teatro di S. Mosè con figure di cera. Si veda il libro: Glorie della Poesia, e della Musica c. 95. e 96. — Se si vuol credere al Libriccino de Signori Soci Filopatri di Bologna, questo Dramma fu recitato nella loro Città l'anno 16691 lo dicono attribuito a N. Acciajoli, Fiorentino. — E poi nel Teatro Malvezzi pur di Bologna l'anno 1696.",Girello,,Unknown,Dramma Burlesco,,Siena,Unknown,1672,11,True,False
2619,"GISELDONNA. Favola Pastorale — in Torino, per li Fratelli Zapatta, 1622. in 12 — Poesia di Lelio Santa Maria, di Gisone, nel Regno di Napoli.",Giseldonna,,Lelio Santa Maria,Unknown,,Torino,li Fratelli Zapatta,1622,12,False,False
2620,"GISIPPO. Commedia (in prosa) — in Perugia, per Marco Navarini. 1613 in 12 — del Ball. Galeotto Oddi, Accademico Insensato.",Gisippo,,,Commedia,prose,Perugia,ugia,1613,12,False,False
